INIZIO_TRIM;FINE_TRIM;CATEGORIA_OPERAZIONI ;CLASSE_IMPORTO;TEGM;SOGLIA 2
01/10/2010;31/12/2010;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,73;19,095
01/10/2010;31/12/2010;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,51;6,765
01/10/2010;31/12/2010;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,6;3,9
01/10/2010;31/12/2010;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;13,95;20,925
01/10/2010;31/12/2010;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,66;17,49
01/01/2011;31/03/2011;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,13;16,695
01/01/2011;31/03/2011;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,02;13,53
01/01/2011;31/03/2011;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;15,64;23,46
01/01/2011;31/03/2011;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;13,54;20,31
01/01/2011;31/03/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;6,05;9,075
01/01/2011;31/03/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;6,03;9,045
01/01/2011;31/03/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;3,87;5,805
01/01/2011;31/03/2011;FACTORING;fino a 50.000 euro;5,41;8,115
01/01/2011;31/03/2011;FACTORING;oltre 50.000 euro;3,56;5,34
01/01/2011;31/03/2011;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,3;16,95
01/01/2011;31/03/2011;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;11,98;17,97
01/01/2011;31/03/2011;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;8,36;12,54
01/01/2011;31/03/2011;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,91;10,365
01/01/2011;31/03/2011;LEASING IMMOBILIARE (dal 1° gennaio 2010 al 31 marzo 2011);intera distribuzione;3,57;5,355
01/01/2011;31/03/2011;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,58;12,87
01/01/2011;31/03/2011;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,03;7,545
01/01/2011;31/03/2011;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;11,82;17,73
01/01/2011;31/03/2011;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;10,7;16,05
01/01/2011;31/03/2011;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;17,28;25,92
01/01/2011;31/03/2011;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,75;19,125
01/01/2011;31/03/2011;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,19;6,285
01/01/2011;31/03/2011;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,68;4,02
01/01/2011;31/03/2011;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;14,28;21,42
01/01/2011;31/03/2011;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,4;17,1
01/04/2011;13/05/2011;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,1;16,65
01/04/2011;13/05/2011;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,09;13,635
01/04/2011;13/05/2011;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;14,99;22,485
01/04/2011;13/05/2011;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;13,6;20,4
01/04/2011;13/05/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;5,96;8,94
01/04/2011;13/05/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;6,13;9,195
01/04/2011;13/05/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;3,85;5,775
01/04/2011;13/05/2011;FACTORING;fino a 50.000 euro;5,07;7,605
01/04/2011;13/05/2011;FACTORING;oltre 50.000 euro;3,57;5,355
01/04/2011;13/05/2011;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;10,93;16,395
01/04/2011;13/05/2011;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;11,09;16,635
01/04/2011;13/05/2011;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;8,32;12,48
01/04/2011;13/05/2011;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,96;10,44
01/04/2011;13/05/2011;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;5,31;7,965
01/04/2011;13/05/2011;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,33;4,995
01/04/2011;13/05/2011;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,39;12,585
01/04/2011;13/05/2011;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,05;7,575
01/04/2011;13/05/2011;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;11,93;17,895
01/04/2011;13/05/2011;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;10,39;15,585
01/04/2011;13/05/2011;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;17,39;26,085
01/04/2011;13/05/2011;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,57;18,855
01/04/2011;13/05/2011;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,68;7,02
01/04/2011;13/05/2011;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,79;4,185
01/04/2011;13/05/2011;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;13,71;20,565
01/04/2011;13/05/2011;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,18;16,77
14/05/2011;30/06/2011;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,1;17,875
14/05/2011;30/06/2011;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,09;15,3625
14/05/2011;30/06/2011;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;14,99;22,7375
14/05/2011;30/06/2011;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;13,6;21
14/05/2011;30/06/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;5,96;11,45
14/05/2011;30/06/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;6,13;11,6625
14/05/2011;30/06/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;3,85;8,8125
14/05/2011;30/06/2011;FACTORING;fino a 50.000 euro;5,07;10,3375
14/05/2011;30/06/2011;FACTORING;oltre 50.000 euro;3,57;8,4625
14/05/2011;30/06/2011;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;10,93;17,6625
14/05/2011;30/06/2011;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;11,09;17,8625
14/05/2011;30/06/2011;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;8,32;14,4
14/05/2011;30/06/2011;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,96;12,7
14/05/2011;30/06/2011;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;5,31;10,6375
14/05/2011;30/06/2011;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,33;8,1625
14/05/2011;30/06/2011;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,39;14,4875
14/05/2011;30/06/2011;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,05;10,3125
14/05/2011;30/06/2011;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;11,93;18,9125
14/05/2011;30/06/2011;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;10,39;16,9875
14/05/2011;30/06/2011;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;17,39;25,39
14/05/2011;30/06/2011;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,57;19,7125
14/05/2011;30/06/2011;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,68;9,85
14/05/2011;30/06/2011;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,79;7,4875
14/05/2011;30/06/2011;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;13,71;21,1375
14/05/2011;30/06/2011;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,18;17,975
01/07/2011;30/09/2011;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,24;18,05
01/07/2011;30/09/2011;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,27;15,5875
01/07/2011;30/09/2011;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;14,65;22,3125
01/07/2011;30/09/2011;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;13,94;21,425
01/07/2011;30/09/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;6,63;12,2875
01/07/2011;30/09/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;6,34;11,925
01/07/2011;30/09/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;4,12;9,15
01/07/2011;30/09/2011;FACTORING;fino a 50.000 euro;5,77;11,2125
01/07/2011;30/09/2011;FACTORING;oltre 50.000 euro;3,83;8,7875
01/07/2011;30/09/2011;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,2;18
01/07/2011;30/09/2011;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,96;17,7
01/07/2011;30/09/2011;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;8,66;14,825
01/07/2011;30/09/2011;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;7,2;13
01/07/2011;30/09/2011;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;5,76;11,2
01/07/2011;30/09/2011;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,94;8,925
01/07/2011;30/09/2011;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,8;15
01/07/2011;30/09/2011;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,36;10,7
01/07/2011;30/09/2011;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,2;19,25
01/07/2011;30/09/2011;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;10,55;17,1875
01/07/2011;30/09/2011;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;17,65;25,65
01/07/2011;30/09/2011;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,63;19,7875
01/07/2011;30/09/2011;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,15;10,4375
01/07/2011;30/09/2011;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,19;7,9875
01/07/2011;30/09/2011;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;13,61;21,0125
01/07/2011;30/09/2011;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,04;17,8
01/10/2011;31/12/2011;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,07;17,8375
01/10/2011;31/12/2011;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,22;15,525
01/10/2011;31/12/2011;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;14,58;22,225
01/10/2011;31/12/2011;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;13,98;21,475
01/10/2011;31/12/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;6,64;12,3
01/10/2011;31/12/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;6,44;12,05
01/10/2011;31/12/2011;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;4,28;9,35
01/10/2011;31/12/2011;FACTORING;fino a 50.000 euro;5,65;11,0625
01/10/2011;31/12/2011;FACTORING;oltre 50.000 euro;3,98;8,975
01/10/2011;31/12/2011;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,21;18,0125
01/10/2011;31/12/2011;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,25;16,8125
01/10/2011;31/12/2011;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;8,71;14,8875
01/10/2011;31/12/2011;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;7,18;12,975
01/10/2011;31/12/2011;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;6,27;11,8375
01/10/2011;31/12/2011;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;4,14;9,175
01/10/2011;31/12/2011;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,85;15,0625
01/10/2011;31/12/2011;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,52;10,9
01/10/2011;31/12/2011;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,56;19,7
01/10/2011;31/12/2011;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;10,46;17,075
01/10/2011;31/12/2011;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;17,34;25,34
01/10/2011;31/12/2011;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,21;19,2625
01/10/2011;31/12/2011;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,12;10,4
01/10/2011;31/12/2011;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,3;8,125
01/10/2011;31/12/2011;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;13,14;20,425
01/10/2011;31/12/2011;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;10,88;17,6
01/01/2012;31/03/2012;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11;17,75
01/01/2012;31/03/2012;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,31;15,6375
01/01/2012;31/03/2012;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;14,56;22,2
01/01/2012;31/03/2012;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;13,97;21,4625
01/01/2012;31/03/2012;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;6,88;12,6
01/01/2012;31/03/2012;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;6,59;12,2375
01/01/2012;31/03/2012;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;4,49;9,6125
01/01/2012;31/03/2012;FACTORING;fino a 50.000 euro;5,68;11,1
01/01/2012;31/03/2012;FACTORING;oltre 50.000 euro;4,08;9,1
01/01/2012;31/03/2012;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,32;18,15
01/01/2012;31/03/2012;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,31;16,8875
01/01/2012;31/03/2012;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;8,89;15,1125
01/01/2012;31/03/2012;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;7,38;13,225
01/01/2012;31/03/2012;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;6,74;12,425
01/01/2012;31/03/2012;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;4,4;9,5
01/01/2012;31/03/2012;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,73;14,9125
01/01/2012;31/03/2012;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,78;11,225
01/01/2012;31/03/2012;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,12;19,15
01/01/2012;31/03/2012;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;10,38;16,975
01/01/2012;31/03/2012;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;17,13;25,13
01/01/2012;31/03/2012;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,02;19,025
01/01/2012;31/03/2012;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,68;9,85
01/01/2012;31/03/2012;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,43;8,2875
01/01/2012;31/03/2012;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;13,05;20,3125
01/01/2012;31/03/2012;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,05;17,8125
01/04/2012;30/06/2012;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;10,87;17,5875
01/04/2012;30/06/2012;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,45;15,8125
01/04/2012;30/06/2012;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;14,33;21,9125
01/04/2012;30/06/2012;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;14,02;21,525
01/04/2012;30/06/2012;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;7,25;13,0625
01/04/2012;30/06/2012;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;6,8;12,5
01/04/2012;30/06/2012;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;4,84;10,05
01/04/2012;30/06/2012;FACTORING;fino a 50.000 euro;5,81;11,2625
01/04/2012;30/06/2012;FACTORING;oltre 50.000 euro;4,17;9,2125
01/04/2012;30/06/2012;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,4;18,25
01/04/2012;30/06/2012;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,1;16,625
01/04/2012;30/06/2012;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;9,25;15,5625
01/04/2012;30/06/2012;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;7,89;13,8625
01/04/2012;30/06/2012;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;7,77;13,7125
01/04/2012;30/06/2012;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;5,35;10,6875
01/04/2012;30/06/2012;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;9,29;15,6125
01/04/2012;30/06/2012;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;6,84;12,55
01/04/2012;30/06/2012;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,05;19,0625
01/04/2012;30/06/2012;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;10,05;16,5625
01/04/2012;30/06/2012;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,85;24,85
01/04/2012;30/06/2012;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;11,94;18,925
01/04/2012;30/06/2012;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,75;9,9375
01/04/2012;30/06/2012;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,66;8,575
01/04/2012;30/06/2012;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;12,55;19,6875
01/04/2012;30/06/2012;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,08;17,85
01/07/2012;30/09/2012;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,24;18,05
01/07/2012;30/09/2012;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,93;16,4125
01/07/2012;30/09/2012;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;14,48;22,1
01/07/2012;30/09/2012;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;14,3;21,875
01/07/2012;30/09/2012;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;7,92;13,9
01/07/2012;30/09/2012;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;7,47;13,3375
01/07/2012;30/09/2012;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;5,43;10,7875
01/07/2012;30/09/2012;FACTORING;fino a 50.000 euro;6,44;12,05
01/07/2012;30/09/2012;FACTORING;oltre 50.000 euro;4,66;9,825
01/07/2012;30/09/2012;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;12,34;19,425
01/07/2012;30/09/2012;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,79;17,4875
01/07/2012;30/09/2012;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;9,82;16,275
01/07/2012;30/09/2012;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;8,54;14,675
01/07/2012;30/09/2012;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;8,07;14,0875
01/07/2012;30/09/2012;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;5,81;11,2625
01/07/2012;30/09/2012;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;10,26;16,825
01/07/2012;30/09/2012;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;7,74;13,675
01/07/2012;30/09/2012;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,41;19,5125
01/07/2012;30/09/2012;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;10,67;17,3375
01/07/2012;30/09/2012;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;17,1;25,1
01/07/2012;30/09/2012;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,08;19,1
01/07/2012;30/09/2012;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,51;10,8875
01/07/2012;30/09/2012;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;4,34;9,425
01/07/2012;30/09/2012;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;12,43;19,5375
01/07/2012;30/09/2012;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,69;18,6125
01/10/2012;31/12/2012;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,08;17,85
01/10/2012;31/12/2012;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,91;16,3875
01/10/2012;31/12/2012;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;14,74;22,425
01/10/2012;31/12/2012;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;14,78;22,475
01/10/2012;31/12/2012;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;8,35;14,4375
01/10/2012;31/12/2012;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;7,55;13,4375
01/10/2012;31/12/2012;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;5,32;10,65
01/10/2012;31/12/2012;FACTORING;fino a 50.000 euro;6,19;11,7375
01/10/2012;31/12/2012;FACTORING;oltre 50.000 euro;4,31;9,3875
01/10/2012;31/12/2012;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,93;18,9125
01/10/2012;31/12/2012;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,41;17,0125
01/10/2012;31/12/2012;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;9,47;15,8375
